advertiser_id,event_type,magnitude,day,text
162,change_creative,0.15,3,[更换素材] 旧素材点击率太低，换了新文案，幅度约15%
163,raise_budget,0.2,1,[提升日预算] 这周预算加了，多投一些，幅度约20%
163,change_creative,0.15,2,[更换素材] 旧素材点击率太低，换了新文案，幅度约15%
164,raise_budget,0.2,3,[提升日预算] 这周预算加了，多投一些，幅度约20%
164,raise_bid,0.1,2,[调高出价] 竞争太激烈，把出价往上调了，幅度约10%
165,raise_budget,0.2,4,[提升日预算] 这周预算加了，多投一些，幅度约20%
165,change_creative,0.15,3,[更换素材] 旧素材点击率太低，换了新文案，幅度约15%
166,raise_budget,0.2,4,[提升日预算] 这周预算加了，多投一些，幅度约20%
166,raise_bid,0.1,1,[调高出价] 竞争太激烈，把出价往上调了，幅度约10%
166,change_creative,0.15,3,[更换素材] 旧素材点击率太低，换了新文案，幅度约15%
167,raise_budget,0.2,1,[提升日预算] 这周预算加了，多投一些，幅度约20%
168,raise_budget,0.2,3,[提升日预算] 这周预算加了，多投一些，幅度约20%
168,raise_bid,0.1,4,[调高出价] 竞争太激烈，把出价往上调了，幅度约10%
168,change_creative,0.15,4,[更换素材] 旧素材点击率太低，换了新文案，幅度约15%
169,raise_bid,0.1,3,[调高出价] 竞争太激烈，把出价往上调了，幅度约10%
169,change_creative,0.15,3,[更换素材] 旧素材点击率太低，换了新文案，幅度约15%
170,raise_budget,0.2,1,[提升日预算] 这周预算加了，多投一些，幅度约20%
171,raise_budget,0.2,3,[提升日预算] 这周预算加了，多投一些，幅度约20%
171,raise_bid,0.1,4,[调高出价] 竞争太激烈，把出价往上调了，幅度约10%
172,raise_bid,0.1,3,[调高出价] 竞争太激烈，把出价往上调了，幅度约10%
172,change_creative,0.15,2,[更换素材] 旧素材点击率太低，换了新文案，幅度约15%
173,raise_bid,0.1,1,[调高出价] 竞争太激烈，把出价往上调了，幅度约10%
174,raise_budget,0.2,2,[提升日预算] 这周预算加了，多投一些，幅度约20%
174,raise_bid,0.1,2,[调高出价] 竞争太激烈，把出价往上调了，幅度约10%
174,change_creative,0.15,3,[更换素材] 旧素材点击率太低，换了新文案，幅度约15%
175,raise_budget,0.2,3,[提升日预算] 这周预算加了，多投一些，幅度约20%
176,raise_budget,0.2,4,[提升日预算] 这周预算加了，多投一些，幅度约20%
176,raise_bid,0.1,1,[调高出价] 竞争太激烈，把出价往上调了，幅度约10%
176,change_creative,0.15,1,[更换素材] 旧素材点击率太低，换了新文案，幅度约15%
177,raise_budget,0.2,3,[提升日预算] 这周预算加了，多投一些，幅度约20%
177,raise_bid,0.1,1,[调高出价] 竞争太激烈，把出价往上调了，幅度约10%
177,change_creative,0.15,4,[更换素材] 旧素材点击率太低，换了新文案，幅度约15%
178,raise_budget,0.2,4,[提升日预算] 这周预算加了，多投一些，幅度约20%
178,raise_bid,0.1,2,[调高出价] 竞争太激烈，把出价往上调了，幅度约10%
178,change_creative,0.15,4,[更换素材] 旧素材点击率太低，换了新文案，幅度约15%
179,raise_budget,0.2,4,[提升日预算] 这周预算加了，多投一些，幅度约20%
179,raise_bid,0.1,2,[调高出价] 竞争太激烈，把出价往上调了，幅度约10%
179,change_creative,0.15,2,[更换素材] 旧素材点击率太低，换了新文案，幅度约15%
180,raise_bid,0.1,1,[调高出价] 竞争太激烈，把出价往上调了，幅度约10%
181,raise_budget,0.2,1,[提升日预算] 这周预算加了，多投一些，幅度约20%
181,change_creative,0.15,2,[更换素材] 旧素材点击率太低，换了新文案，幅度约15%
182,raise_budget,0.2,1,[提升日预算] 这周预算加了，多投一些，幅度约20%
182,raise_bid,0.1,3,[调高出价] 竞争太激烈，把出价往上调了，幅度约10%
182,change_creative,0.15,3,[更换素材] 旧素材点击率太低，换了新文案，幅度约15%
183,raise_budget,0.2,2,[提升日预算] 这周预算加了，多投一些，幅度约20%
185,raise_bid,0.1,2,[调高出价] 竞争太激烈，把出价往上调了，幅度约10%
185,change_creative,0.15,2,[更换素材] 旧素材点击率太低，换了新文案，幅度约15%
186,raise_budget,0.2,4,[提升日预算] 这周预算加了，多投一些，幅度约20%
186,raise_bid,0.1,1,[调高出价] 竞争太激烈，把出价往上调了，幅度约10%
186,change_creative,0.15,3,[更换素材] 旧素材点击率太低，换了新文案，幅度约15%
187,raise_bid,0.1,2,[调高出价] 竞争太激烈，把出价往上调了，幅度约10%
188,raise_budget,0.2,4,[提升日预算] 这周预算加了，多投一些，幅度约20%
188,change_creative,0.15,3,[更换素材] 旧素材点击率太低，换了新文案，幅度约15%
189,raise_budget,0.2,3,[提升日预算] 这周预算加了，多投一些，幅度约20%
189,raise_bid,0.1,3,[调高出价] 竞争太激烈，把出价往上调了，幅度约10%
192,raise_budget,0.2,1,[提升日预算] 这周预算加了，多投一些，幅度约20%
192,raise_bid,0.1,3,[调高出价] 竞争太激烈，把出价往上调了，幅度约10%
193,raise_budget,0.2,1,[提升日预算] 这周预算加了，多投一些，幅度约20%
193,raise_bid,0.1,2,[调高出价] 竞争太激烈，把出价往上调了，幅度约10%
193,change_creative,0.15,1,[更换素材] 旧素材点击率太低，换了新文案，幅度约15%
194,raise_budget,0.2,2,[提升日预算] 这周预算加了，多投一些，幅度约20%
194,change_creative,0.15,2,[更换素材] 旧素材点击率太低，换了新文案，幅度约15%
195,change_creative,0.15,4,[更换素材] 旧素材点击率太低，换了新文案，幅度约15%
196,change_creative,0.15,3,[更换素材] 旧素材点击率太低，换了新文案，幅度约15%
197,raise_bid,0.1,4,[调高出价] 竞争太激烈，把出价往上调了，幅度约10%
198,raise_budget,0.2,4,[提升日预算] 这周预算加了，多投一些，幅度约20%
198,change_creative,0.15,2,[更换素材] 旧素材点击率太低，换了新文案，幅度约15%
199,raise_budget,0.2,3,[提升日预算] 这周预算加了，多投一些，幅度约20%
199,raise_bid,0.1,4,[调高出价] 竞争太激烈，把出价往上调了，幅度约10%
199,change_creative,0.15,1,[更换素材] 旧素材点击率太低，换了新文案，幅度约15%
