advertiser_id,creative_index,text
157,1,游戏157游戏娱乐 免费下载，年轻人专享，幽默调性，到店导向，折扣，立即行动
158,0,金融158金融信贷 低息快批，年轻人专享，权威调性，品牌导向，折扣，立即行动
158,1,金融158金融信贷 低息快批，年轻人专享，权威调性，复购导向，限量，立即行动
159,0,教育159教育培训 名师授课，白领专享，专业调性，品牌导向，限量，立即行动
159,1,教育159教育培训 小班教学，白领专享，专业调性，品牌导向，折扣，立即行动
160,0,美妆160美妆个护 成分安全，白领专享，情感调性，复购导向，价格优惠，立即行动
160,1,美妆160美妆个护 新品上市，白领专享，情感调性，品牌导向，限量，立即行动
161,0,3C1613C数码 新品首发，年轻人专享，专业调性，品牌导向，价格优惠，立即行动
161,1,3C1613C数码 性能强悍，男性专享，潮流调性，品牌导向，限量，立即行动
162,0,服饰162服饰鞋包 限时优惠，学生专享，潮流调性，到店导向，价格优惠，立即行动
162,1,服饰162服饰鞋包 会员专享，女性专享，促销调性，复购导向，价格优惠，立即行动
163,0,食品163食品饮料 健康低脂，家庭专享，促销调性，复购导向，价格优惠，立即行动
163,1,食品163食品饮料 礼盒装，女性专享，亲切调性，复购导向，免费，立即行动
164,0,本地164本地生活 免费体验，白领专享，亲切调性，复购导向，价格优惠，立即行动
164,1,本地164本地生活 到店优惠，白领专享，亲切调性，复购导向，折扣，立即行动
165,0,游戏165游戏娱乐 新服开测，年轻人专享，紧迫调性，转化导向，免费，立即行动
165,1,游戏165游戏娱乐 新服开测，游戏专享，紧迫调性，拉新导向，价格优惠，立即行动
166,0,金融166金融信贷 低息快批，年轻人专享，权威调性，到店导向，折扣，立即行动
166,1,金融166金融信贷 专业合规，白领专享，专业调性，拉新导向，限量，立即行动
167,0,教育167教育培训 名师授课，宝妈专享，亲切调性，品牌导向，免费，立即行动
167,1,教育167教育培训 考纲精准，学生专享，专业调性，品牌导向，价格优惠，立即行动
168,0,美妆168美妆个护 成分安全，白领专享，情感调性，到店导向，价格优惠，立即行动
168,1,美妆168美妆个护 成分安全，学生专享，情感调性，拉新导向，免费，立即行动
169,0,3C1693C数码 性价比，男性专享，潮流调性，复购导向，价格优惠，立即行动
169,1,3C1693C数码 以旧换新，白领专享，专业调性，复购导向，限量，立即行动
170,0,服饰170服饰鞋包 会员专享，年轻人专享，潮流调性，到店导向，价格优惠，立即行动
170,1,服饰170服饰鞋包 换季折扣，女性专享，潮流调性，转化导向，限量，立即行动
171,0,食品171食品饮料 礼盒装，女性专享，亲切调性，转化导向，免费，立即行动
171,1,食品171食品饮料 产地直供，家庭专享，促销调性，复购导向，免费，立即行动
172,0,本地172本地生活 商圈热销，家庭专享，促销调性，品牌导向，限量，立即行动
172,1,本地172本地生活 商圈热销，本地专享，促销调性，复购导向，折扣，立即行动
173,0,游戏173游戏娱乐 新服开测，男性专享，紧迫调性，拉新导向，折扣，立即行动
173,1,游戏173游戏娱乐 新服开测，男性专享，紧迫调性，复购导向，折扣，立即行动
174,0,金融174金融信贷 专业合规，白领专享，权威调性，拉新导向，免费，立即行动
174,1,金融174金融信贷 专业合规，年轻人专享，专业调性，拉新导向，限量，立即行动
175,0,教育175教育培训 名师授课，宝妈专享，亲切调性，品牌导向，限量，立即行动
175,1,教育175教育培训 名师授课，宝妈专享，亲切调性，拉新导向，价格优惠，立即行动
176,0,美妆176美妆个护 成分安全，女性专享，情感调性，拉新导向，折扣，立即行动
176,1,美妆176美妆个护 成分安全，学生专享，促销调性，拉新导向，折扣，立即行动
177,0,3C1773C数码 以旧换新，年轻人专享，潮流调性，拉新导向，价格优惠，立即行动
177,1,3C1773C数码 以旧换新，男性专享，潮流调性，复购导向，限量，立即行动
178,0,服饰178服饰鞋包 会员专享，学生专享，潮流调性，复购导向，价格优惠，立即行动
178,1,服饰178服饰鞋包 换季折扣，女性专享，促销调性，转化导向，价格优惠，立即行动
179,0,食品179食品饮料 礼盒装，家庭专享，促销调性，品牌导向，折扣，立即行动
179,1,食品179食品饮料 产地直供，年轻人专享，亲切调性，到店导向，折扣，立即行动
180,0,本地180本地生活 团购低价，本地专享，促销调性，品牌导向，价格优惠，立即行动
180,1,本地180本地生活 到店优惠，白领专享，促销调性，复购导向，免费，立即行动
181,0,游戏181游戏娱乐 免费下载，年轻人专享，幽默调性，品牌导向，专业，立即行动
181,1,游戏181游戏娱乐 免费下载，年轻人专享，幽默调性，拉新导向，专业，立即行动
182,0,金融182金融信贷 低息快批，男性专享，专业调性，转化导向，免费，立即行动
182,1,金融182金融信贷 专业合规，白领专享，专业调性，转化导向，免费，立即行动
183,0,教育183教育培训 免费试听，宝妈专享，专业调性，转化导向，免费，立即行动
183,1,教育183教育培训 名师授课，白领专享，亲切调性，复购导向，折扣，立即行动
184,0,美妆184美妆个护 成分安全，女性专享，促销调性，拉新导向，免费，立即行动
184,1,美妆184美妆个护 成分安全，学生专享，促销调性，拉新导向，价格优惠，立即行动
185,0,3C1853C数码 新品首发，年轻人专享，专业调性，转化导向，限量，立即行动
185,1,3C1853C数码 以旧换新，白领专享，潮流调性，品牌导向，限量，立即行动
186,0,服饰186服饰鞋包 限时优惠，女性专享，促销调性，拉新导向，价格优惠，立即行动
186,1,服饰186服饰鞋包 换季折扣，学生专享，潮流调性，拉新导向，免费，立即行动
187,0,食品187食品饮料 产地直供，女性专享，亲切调性，到店导向，限量，立即行动
187,1,食品187食品饮料 礼盒装，女性专享，亲切调性，复购导向，折扣，立即行动
188,0,本地188本地生活 到店优惠，家庭专享，促销调性，复购导向，限量，立即行动
188,1,本地188本地生活 商圈热销，家庭专享，亲切调性，到店导向，免费，立即行动
189,0,游戏189游戏娱乐 限时皮肤，男性专享，紧迫调性，品牌导向，价格优惠，立即行动
189,1,游戏189游戏娱乐 免费下载，游戏专享，紧迫调性，复购导向，免费，立即行动
190,0,金融190金融信贷 低息快批，男性专享，权威调性，复购导向，价格优惠，立即行动
190,1,金融190金融信贷 额度高，年轻人专享，专业调性，复购导向，价格优惠，立即行动
191,0,教育191教育培训 名师授课，宝妈专享，亲切调性，品牌导向，价格优惠，立即行动
191,1,教育191教育培训 免费试听，白领专享，亲切调性，品牌导向，折扣，立即行动
192,0,美妆192美妆个护 价格优惠，女性专享，促销调性，转化导向，价格优惠，立即行动
192,1,美妆192美妆个护 限量礼盒，学生专享，促销调性，复购导向，限量，立即行动
193,0,3C1933C数码 性能强悍，男性专享，专业调性，品牌导向，专业，立即行动
193,1,3C1933C数码 性价比，白领专享，潮流调性，转化导向，专业，立即行动
194,0,服饰194服饰鞋包 限时优惠，女性专享，潮流调性，转化导向，免费，立即行动
194,1,服饰194服饰鞋包 换季折扣，年轻人专享，促销调性，到店导向，折扣，立即行动
195,0,食品195食品饮料 健康低脂，年轻人专享，促销调性，拉新导向，折扣，立即行动
195,1,食品195食品饮料 健康低脂，年轻人专享，亲切调性，拉新导向，限量，立即行动
196,0,本地196本地生活 到店优惠，白领专享，促销调性，复购导向，限量，立即行动
196,1,本地196本地生活 免费体验，白领专享，促销调性，到店导向，折扣，立即行动
197,0,游戏197游戏娱乐 免费下载，年轻人专享，幽默调性，到店导向，价格优惠，立即行动
197,1,游戏197游戏娱乐 新服开测，男性专享，紧迫调性，品牌导向，免费，立即行动
198,0,金融198金融信贷 额度高，白领专享，专业调性，复购导向，价格优惠，立即行动
198,1,金融198金融信贷 低息快批，男性专享，权威调性，拉新导向，限量，立即行动
199,0,教育199教育培训 免费试听，宝妈专享，亲切调性，品牌导向，价格优惠，立即行动
199,1,教育199教育培训 小班教学，白领专享，亲切调性，品牌导向，限量，立即行动
